code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	ingredients_text	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	main_category	image_url	image_small_url	energy_100g	proteins_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fat_100g	saturated-fat_100g	monoinsaturated-fat_100g	polyinsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	trans-fat_100g	cholesterol_100g	fiber_100g	sodium_100g	alcohol_100g	vitamin-a_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	carbon-footprint_100g																																																																	
3011360023797	http://fr.openfoodfacts.org/produit/3011360023797	lilimarti	1340303192	1347817479	Douceurs d'épinards au boursin	soupe d'épinards au boursin	0	5l	carton	carton	knorr	knorr	soupe	plats-prepares	soupes			sans conservateur	sans colorant artificiel	programme d'agriculture durable	FSC	programme-d-agriculture-durable	sans-conservateur	fsc	sans-colorant-artificiel					ile de France	Auchan	eau	 légumes 27% (épinards 20%	 pomme de terre)	 boursin ail et fines herbes 7% (lait	 crème	 ail	 fines herbes	 sel	 poivre)	 crème fraîche	 amidon modifié	 lait écrémé en poudre	 beurre	 sel	 exhausteur de goût : glutamate de sodium	 matière grasse végétale	 poivre	blé	oeuf	céleri	ble	oeuf	celeri	une assiette de 250 ml		0			0			1		huile-vegetale	Soupes	http://fr.openfoodfacts.org/images/products/301/136/002/3797/front.11.400.jpg	http://fr.openfoodfacts.org/images/products/301/136/002/3797/front.11.200.jpg	280	2	3.5	0.9			5	3.5							0.7	0.28																																																																				
3116430059772	http://fr.openfoodfacts.org/produit/3116430059772	kwiky	1353014182	1359384101	DéliChoc	BISCUITS AU CHOCOLAT AU LAIT		carton	carton	Delacre	DéliChoc	delacre	delichoc	Biscuits au chocolat	Biscuits au chocolat au lait	biscuits	biscuits-au-chocolat	biscuits-au-chocolat-au-lait	Belgique	belgique	pur beurre de cacao	pur-beurre-de-cacao							chocolat au lait 37% (sucre	 beurre de cacao	 pâte de cacao	 lait écrémé en poudre	 lactose	 beurre pâtissier	 émulsifiant : lécithine de soja	 arôme) - farine de blé — sucre - graisse végétale - noix de coco — lactose et protéines de lait - sel - lait entier en poudre — poudres à lever : carbonate acide de sodium	 carbonate acide d'ammonium	 diphosphate disodique - émulsifiant: lécithine de soja — arôme — œuf entier en poudre	fruits à coque	fruits-a-coque	un biscuit		4		e322	e500	e503	e450	0			1		huile-vegetale	Biscuits au chocolat	http://fr.openfoodfacts.org/images/products/311/643/005/9772/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/311/643/005/9772/front.4.200.jpg	1996	5.1	71.3	46.8			18.4																																																																																								
202290014105	http://fr.openfoodfacts.org/produit/0202290014105	manu1400	1341520025	1349038427	Eclair Chocolat x2	éclairs au chocolat 	 Eclair parfun chocolat	0.150 kg	boite plastique	boite-plastique	Carrefour	carrefour	gateaux	produit décongelé	gateaux	meta-categorie	produits-decongeles			décongelé sur place	decongele-sur-place					28150 Pierres	Eure-et-Loir	France	Carrefour market	eau	 fondant (sucre	 eau	 sirop de glucose	 émulsifiant : E471	 acidifiant : E330)	 crème pâtissière (sucre	 amidon modifié de mais	 lait entier en poudre	 dextrose de blé	 gélifiants : E339	 E450	 poudre de jaune d'oeufs	 épaississant : E401	 colorant E160a	 arôme)	 chocolat 9.06% (sucre	 pâte de cacao	 beurre de cacao	 cacao maigre en poudre	 émulsifiant	 (lécithine de tournesol)	 arôme vanille)	 oeufs	 farine de blé	 agent foisonnant (sucre	 sirop de glucose	 matières grasses végétales hydrogénées	 émulsifiants : E472a	 E471	 dextrose	 antioxygène : E304	 E307	 protéines de lait	 stabilisant : E340	 lactosérum	 gélifiant : E407	 épaississant : E440	 colorant E160a	 arômes)	 matières grasses (matières végétales	 huiles végétales	 graisse de beurre (lait))	 eau	 émulsifiants : E322	 E471	 sel	 conservateur : E202	 acidifiant : E330	 colorant E160a	 arômes)	 pâte à glacer brune (eau	 matière grasse végétale	 poudre de cacao maigre	 émulsifiants : E322 (soja)	 E492	 arôme vanille)	 cacao pâte 2.55%	 glucose	 crème de lait	 gélatine de poisson	 sel	 levure chimique (E450i	 E500ii	 amidon de blé)					17		e471	e330	e339	e450	e401	e160a	e322	e472a	e304	e307	e340	e407	e440	e202	e492	e428	e500	1		e304-palmitate-d-ascorbyle	4		e471-mono-et-diglycerides-d-acides-gras-alimentaires	e160a-beta-carotene	huile-vegetale	e472a-ester-diacetyl-acetique-d-acides-gras	Gâteaux																									
3451790851636	http://fr.openfoodfacts.org/produit/3451790851636	hachis	1352966594	1358517841	Elle & Vire Le Beurre Léger 41% Cuisson & Tartine	Beurre allégé	500g	Plastique	plastique	Elle & Vire	elle-vire	Beurre allégé	Beurres doux	produits-laitiers	matieres-grasses	matieres-grasses-animales	beurres	beurres-alleges	beurres-doux					IE 1023 EC	ie-1023-ec			Ludres	France	Intermarché	Eau	 matière grasse de lait	 amidon modifié	 lactose	 maltodextrine	 émulsifiants : E471	 E472c	 E476	 sel (0.4%)	 protéines de lait	 conservateur: sorbate de potassium	 antioxydant: E307	 colorant: beta-carotène	 vitamine A	 vitamine E			10 g		6		e471	e472c	e476	e202	e307	e306	0			3		e471-mono-et-diglycerides-d-acides-gras-alimentaires	e472c-ester-diacetyl-citrique-de-mono-et-diglycerides-d-acides-gras	e160a-beta-carotene	Beurres	http://fr.openfoodfacts.org/images/products/345/179/085/1636/front.11.400.jpg	http://fr.openfoodfacts.org/images/products/345/179/085/1636/front.11.200.jpg	1624	0.2	6.1	1.9			41	25.7							0	0.2		0.00056		0.0018																																																																
3564700019337	http://fr.openfoodfacts.org/produit/3564700019337	nash	1364243675	1364422949	Epi d'or - Extra Moelleux Nature	pain de mie nature	280g	plastique	plastique	marque repère	marque-repere	pain de mie	pains	pains-de-mie									royan	france	leclerc	Farine de blé (61%) 	 eau 	 huile   de colza 	 sucre 	 levure 	 dextrose 	 farine de fèves 	 sel 	 émulsifiants : lécithine de colza	 E471	 E472e	 E482 	 gluten de blé 	 conservateur : E282 	 sirop de malt d‘orge 	 épaississant : E415 	 agent de traitement de la farine : E300. Traces de lait.  			35g		7		e322	e471	e472e	e482	e282	e415	e300	0			3		e471-mono-et-diglycerides-d-acides-gras-alimentaires	e472e-ester-monoacethyltartrique-de-mono-et-diglycerides-d-acides-gras	e482-stearoyl-2-lactylate-de-calcium	Pains de mie	http://fr.openfoodfacts.org/images/products/356/470/001/9337/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/356/470/001/9337/front.5.200.jpg	1167	8	50	5.5			4	0.5							3	0.474																																																																						
5010034522206	http://fr.openfoodfacts.org/produit/5010034522206	stephane	1333048540	1361545996	Express Riz citron et romarin	Riz pré-cuit au citron et au romarin	250 g	Sachet	Plastique	sachet	plastique	Uncle Ben's	uncle-ben-s	Riz pré-cuit	Riz long grain	Céréales préparées	plats-prepares	cereales	riz	riz-long-grain	cereales-preparees	riz-precuits	Union Européenne	union-europeenne	sans colorant	sans-colorant							Riz Long Grain précuit à la vapeur (96%)	 huile végétale	 sel	 arômes naturels	 fromage (mascarpone)	 graines de moutarde	 oignons en poudre	 herbes	 extraits de romarin	 huile au citron	 épices    					0			0			1		huile-vegetale	Riz	http://fr.openfoodfacts.org/images/products/501/003/452/2206/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/501/003/452/2206/front.5.200.jpg																																																																																													
3250390600848	http://fr.openfoodfacts.org/produit/3250390600848	bonifacefr	1364903702	1364904801	Extra Moelleux Complet	pain de mie complet	 en tranches	500 g	sachet	sachet	Chabrior	chabrior	pain complet	pain-complet									Tours	France	Intermarché	Farine complète de blé 60 %	 eau	 levure	 sucre	 huile de colza	 sel	 gluten de blé	 conservateur : propionate de calcium	 vinaigre	 émulsifiants : mono- et diglycérides d'acides gras et stéaroyl-2-lactylate de sodium	 farine de fèves	 arôme	 épaississant : gomme guar	 antioxydant : acide ascorbique. 	œufs	lait	soja	sésame	oeufs	lait	soja	sesame	un portion = 2 tranches = 42 g (24 tranches dans le sachet)		5		e282	e471	e412	e300	e481	0			2		e471-mono-et-diglycerides-d-acides-gras-alimentaires	e481-stearoyl-2-lactylate-de-sodium	Pain-complet			1090	9.7	44.4	4.7			3.5	1							5.1	0.58	0																																																																					
3177710763963	http://fr.openfoodfacts.org/produit/3177710763963	stephane	1333970056	1344200849	Extrait de Stévia	Edulcorant de table à base de rébaudioside A	5 g			Vivis	vivis	Edulcorant	Stévia	edulcorants	stevia	France	france									édulcorant : rébaudioside-A	 agents de charge : érythritol et xylitol	 anti-agglomérants : carboxyméthylcellulose	 stéarate de magnésium et dioxyde de silicium.  			1 comprimé (0	033g)		5		e968	e466	e470b	e967	e551	0			1		e470b-stearate-de-magnesium	Edulcorants	http://fr.openfoodfacts.org/images/products/317/771/076/3963/front.11.400.jpg	http://fr.openfoodfacts.org/images/products/317/771/076/3963/front.11.200.jpg	330	0	28				1																																																																																															
3033210003339	http://fr.openfoodfacts.org/produit/3033210003339	andre	1346427330	1355148731	Extrême Sorbet Fraise	 Cassis	 Framboise	Cornets de sorbet	6 Cornets	 720 ml	Papier aluminium	Carton	papier-aluminium	carton	Extrême	Nestlé	extreme	nestle	Sorbets à la fraise	Sorbets à la framboise	surgeles	glaces-et-sorbets	sorbets	sorbets-a-la-framboise	sorbets-a-la-fraise	France	france							Muzillac	Super U	Eau	 fraise (14%)	 cassis (12.5%)	 sucre	 sirop de sucre inverti	 farine et amidon de blé	 sirop de glucose	 matière grasse végétale	 framboise (1.4%)	 sirop de glucose-fructose	 lactose et protéines de lait	 cacao maigre	 jus de sureau concentré	 émulsifiants (lécithine de soja	 mono et diglycérides d'acides gras)	 stabilisants (farine de graines de caroube	 gomme guar	 gomme xanthane	 glycérol	 pectines)	 dextose	 amidon modifié	 correcteurs d'acidité (acide citrique	 citrates de sodium)	 alcool : eau de vie (0.2%)	 arômes naturels	 sel	 colorants (cochenille	 béta-carotène	 anthocyanes)	 jus concentré de carotte noire.	Fruits à coque	Oeuf	fruits-a-coque	oeuf	120 g		10		e322	e471	e410	e412	e415	e422	e440	e330	e331	e163	0			3		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	e160a-beta-carotene	Glaces et sorbets	http://fr.openfoodfacts.org/images/products/303/321/000/3339/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/303/321/000/3339/front.5.200.jpg	575	1	24.5	17.6			3.4	2.3							1.3	0.03																																									
8000500167113	http://fr.openfoodfacts.org/produit/8000500167113	am-i-an-alien	1357464300	1360716032	FERRERO ROCHER	boule chocolatée au lait et noisettes	375 g	 30 pièces	Plastique	Aluminium	Papier	plastique	aluminium	papier	FERRERO	ferrero	confiseries	confiseries										Carrefour	Chocolat au lait 30% (Sucre	 beurre de cacao	 pâte de cacao	 lait écrémé en poudre	 beurre concentré	 émulsifiants : lécithines soja	 vanilline)	 Noisettes 28.5%	 Sucre	 Huile végétale (huile de palme)	 Farine de froment	 Lactosérum en poudre	 Cacao maigre	 émulsifiants (Lécithines SOJA)	 Poudre à lever (Carbonate acide de sodium	 sel	 vanilline)  	Amande	amande	12g		2		e322	e500	1		huile-de-palme	0			Confiseries						44			43																																																																																			
5449000011527	http://fr.openfoodfacts.org/produit/5449000011527	manu1400	1341349633	1349211973	Fanta orange	Boisson rafraîchissante au jus d'orange	33 cl	canette	canette	Fanta	Coca Cola	The Coca Cola Company	fanta	coca-cola	the-coca-cola-company	Boissons	Boissons gazeuses	Sodas	boissons	boissons-gazeuses	sodas									Chartres	Eure-et-Loir	France	Distributeur automatique	eau gazéifiée	 jus d'orange à base de concentré 10%	 sucre	 jus de citron à base de concentré 2%	 arômes naturels d'orange avec autres arômes naturels	 conservateur : sorbate de potassium	 stabilisant : gomme de guar	 extraits de miel	 colorant : bêta carotène					2		e202	e412	0			1		e160a-beta-carotene	Sodas			166	0	9.6	9.6			0	0							0	0																																																																													
3222472850007	http://fr.openfoodfacts.org/produit/3222472850007	nounours	1339170966	1359314011	Farine boulangère à pain	Farine de blé  T55	1 Kg.	poche papier	poche-papier	Casino	casino	Farine à pain	Farines de blé type T55	farines	farines-de-ble	farines-de-ble-type-t55	farine-a-pain											Farines de blés	 levain de blé désactivé	 émulsifiants : mono et diglycérides d'acides gras	 antioxygène : acide ascorbique	 enzymes					2		e471	e300	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Farines	http://fr.openfoodfacts.org/images/products/322/247/285/0007/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/322/247/285/0007/front.4.200.jpg																																																																																																							
7610121603153	http://fr.openfoodfacts.org/produit/7610121603153	roxane	1357398747	1357399071	Farmer Soft Peanuts	Barre de céréales 	156g			Farmer	farmer	Barre de céréales	barres	barres-de-cereales	Pays-Bas	pays-bas							Suisse	Migros	Cachuètes 36%	 sirop de sucre inverti	 farine de riz 13%	 flocons d'avoine 12%	 sirop de glucose	 sucre	 graisse de palme	 sirop de sorbitol	 gluten de blé	 malt de blé	 sel de cuisine	 sucre de raisin	 arômes	 émulsifiant: lécithine de soja.			26g		2		e420	e322	1		huile-de-palme	0			Barres	http://fr.openfoodfacts.org/images/products/761/012/160/3153/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/761/012/160/3153/front.4.200.jpg	1920	14	52	25			21	4.5							3.5	0.18																																																																																	
3700483800872	http://fr.openfoodfacts.org/produit/3700483800872	malikele	1337890448	1361649430	Feuilles de brick	Feuilles de brick	170 g	plastique	plastique	Mosaique	mosaique	Feuilles de brick	feuilles-de-brick	Tunisie	tunisie									Semoule de blé	 eau	 huile végétale	 sel	 conservateur: propionate de calcium (E282)	 acide ascorbique (E200)	 émulsifiant : lécithine de soja (E322)	gluten	dérivé de soja	gluten	derive-de-soja	une feuille 15g		4		e282	e300	e200	e322	0			1		huile-vegetale	Feuilles-de-brick	http://fr.openfoodfacts.org/images/products/370/048/380/0872/front.8.400.jpg	http://fr.openfoodfacts.org/images/products/370/048/380/0872/front.8.200.jpg	870	6.95	43.78	1.38	42.4		0.54									1.3																																																																																					
3263850365218	http://fr.openfoodfacts.org/produit/3263850365218	migmoug	1337531931	1337532221	Feuilles de vigne farcies au riz	Feuilles de vigne farcies au riz	280g	Conserve	conserve	Leader Price	leader-price	Epicerie	epicerie	Grèce	grece									riz précuit 65%	 feuilles de vigne 15%	 huile végétale 10%	 oignons	 épices	 sel	 condiments	 agent d'acidification : acide citrique					1		e330	0			1		huile-vegetale	Epicerie	http://fr.openfoodfacts.org/images/products/326/385/036/5218/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/326/385/036/5218/front.3.200.jpg																																																																																																									
5400113011200	http://fr.openfoodfacts.org/produit/5400113011200	malikele	1338755560	1353537714	Feuilletés fromage	Biscuits apéritifs - Biscuits feuilletés au fromage	100g	Carton	carton	Delhaize	delhaize	Biscuits apéritifs	Biscuits salés	Torsades	pates-alimentaires	torsades	biscuits-aperitifs	biscuits-sales	Belgique	belgique									Farine de blé	 margarine végétale (huiles et graisses non hydrogénées (palme	 colza)	 eau	 émulsifiant (mono et diglycérides d'acides gras)	 acidifiant (acide citrique))	 fromage 9%	 lait écrémé en poudre	 levure	 sel	 farine de malt d'orge	 sucre.	gluten	lait	fruits à coque	gluten	lait	fruits-a-coque			2		e471	e330	1		huile-de-palme	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Biscuits-aperitifs	http://fr.openfoodfacts.org/images/products/540/011/301/1200/front.7.400.jpg	http://fr.openfoodfacts.org/images/products/540/011/301/1200/front.7.200.jpg	2108	12.7					27.8	14.8							1.4																																																																												
3165957953018	http://fr.openfoodfacts.org/produit/3165957953018	nvallas	1338495771	1355329089	Filet de maquereaux moutarde à l'ancienne et au citron	Filets de maquereaux sauce à la moutarde à l'ancienne et au citron	169g	conserve	conserve	saupiquet	saupiquet	Poissons en conserve	produits-de-la-mer	conserves	poissons	poissons-en-conserve					FR 29.232.501 CE	fr-29-232-501-ce		quimper-finistere-france			Filets de Maquereaux 56%	 eau	 moutarde de Dijon 5% (eau	 graines de moutarde	 vinaigre d'alcool	 sel	 acidifiant : acide citrique	 antioxydant : bisulfite de sodium ou bisulfite de potassium)	 vinaigre d'alcool	 huile végétale	 moutarde à l'ancienne (eau 3%	 graines de moutarde	 vinaigre d'alcool	 sel	 extrait d'épices et d'aromates	 curcuma)	 arômes	 jus de citron concentré 0.6%	 sel	 amidon transformé de maïs	 épaississants : gomme guar et gomme xanthane					4		e330	e222	e412	e415	0			1		huile-vegetale	Poissons en conserve	http://fr.openfoodfacts.org/images/products/316/595/795/3018/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/316/595/795/3018/front.6.200.jpg	843	11.4	0.8	0.4			17	3.4			2.9				0.7	0.6																																																																						
3596710025299	http://fr.openfoodfacts.org/produit/3596710025299	nounours	1339887236	1353805211	Filet de merlu blanc du cap façon meunière	poisson blanc pané	450 g.	surgelé	boite carton	surgele	boite-carton	Auchan	auchan	poisson pané	surgelé	merlu blanc	surgeles	plats-prepares	poissons-panes	merlu-blanc	Atlantique sud-est	atlantique-sud-est			FR 56.094.004 CE	fr-56-094-004-ce		kervignac-morbihan-france	33170 Gradignan	France	Simply	# Filet de merlu blanc du cap (80%): (merlucius capensis	 merlucius paradoxus: pêchés en Atlantique Sud-Est)   # enrobage (20%): huiles végétales (tournesol	 colza) - farine de blé - eau - fécule de pomme de terre - amidon modifié de maïs - gluten de blé - arômes - sel - sucre - jus de citron (1	2%) - dextrose de blé - poudre d'oeuf entier - épaississants: gomme de guar	 gomme xanthane	méthylcellulose - persil - poudres levantes: pyrophosphate disodique	 diphosphate trisodique - lactose et protéines de lait - dextrine de manioc.			95 g.		4		e412	e415	e461	e450	0			1		huile-vegetale	Surgelés	http://fr.openfoodfacts.org/images/products/359/671/002/5299/front.19.400.jpg	http://fr.openfoodfacts.org/images/products/359/671/002/5299/front.19.200.jpg	636	15.1	7	0.6			6.9	0.8							0.7	0.24																																																																															
